created_on,name,schema_name,is_builtin,is_aggregate,is_ansi,min_num_arguments,max_num_arguments,arguments,description,catalog_name,is_table_function,valid_for_clustering,is_secure,is_external_function,language,is_memoizable
2012-08-01T00:00:00-07:00,SYSTEM$GET_ICEBERG_TABLE_INFORMATION,,Y,N,N,1,2,"SYSTEM$GET_ICEBERG_TABLE_INFORMATION(VARCHAR [, NUMBER]) RETURN VARCHAR, SYSTEM$GET_ICEBERG_TABLE_INFORMATION(NUMBER [, NUMBER]) RETURN VARCHAR",returns the latest Iceberg metadata information,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$GET_JOB_LOGS,,Y,N,N,2,3,"SYSTEM$GET_JOB_LOGS(VARCHAR, VARCHAR [, NUMBER]) RETURN VARCHAR",return status of operation,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$GET_JOB_LOGS_S3,,Y,N,N,2,2,"SYSTEM$GET_JOB_LOGS_S3(VARCHAR, VARCHAR) RETURN VARCHAR",return status of operation,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$GET_JOB_STATUS,,Y,N,N,1,2,"SYSTEM$GET_JOB_STATUS(VARCHAR [, NUMBER]) RETURN VARCHAR",return service resource set status,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$GET_PREDECESSOR_RETURN_VALUE,,Y,N,N,0,1,SYSTEM$GET_PREDECESSOR_RETURN_VALUE( [VARCHAR]) RETURN VARCHAR,Return data,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$GET_REFERENCED_OBJECT_ID_HASH,,Y,N,N,1,2,"SYSTEM$GET_REFERENCED_OBJECT_ID_HASH(VARCHAR [, VARCHAR]) RETURN VARCHAR",Returns the hashed associated object id with give reference definition name and alias (optional),,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$GET_SERVICE_LOGS,,Y,N,N,3,4,"SYSTEM$GET_SERVICE_LOGS(VARCHAR, NUMBER, VARCHAR [, NUMBER]) RETURN VARCHAR",return status of operation,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$GET_SERVICE_LOGS_S3,,Y,N,N,3,3,"SYSTEM$GET_SERVICE_LOGS_S3(VARCHAR, VARCHAR, VARCHAR) RETURN VARCHAR",return status of operation,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$GET_SERVICE_STATUS,,Y,N,N,1,2,"SYSTEM$GET_SERVICE_STATUS(ANY [, NUMBER]) RETURN VARCHAR",return service resource set status,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$GET_SHARE_REFRESH_MISSING_OBJECTS,,Y,N,N,1,1,SYSTEM$GET_SHARE_REFRESH_MISSING_OBJECTS(VARCHAR) RETURN VARCHAR,returns the missing underlying objects for the most recent share refresh task for a share,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$GET_TAG,,Y,N,Y,3,3,SYSTEM$GET_TAG() RETURN VARCHAR,Returns the associated tag value,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$GET_TAG_ALLOWED_VALUES,,Y,N,Y,1,1,SYSTEM$GET_TAG_ALLOWED_VALUES() RETURN VARCHAR,Returns the allowed values for a tag,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$GET_TAG_ON_CURRENT_COLUMN,,Y,N,Y,1,1,SYSTEM$GET_TAG_ON_CURRENT_COLUMN() RETURN VARCHAR,Returns the associated tag value,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$GET_TAG_ON_CURRENT_TABLE,,Y,N,Y,1,1,SYSTEM$GET_TAG_ON_CURRENT_TABLE() RETURN VARCHAR,Returns the associated tag value on the current table,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$GET_TASK_GRAPH_CONFIG,,Y,N,N,0,1,SYSTEM$GET_TASK_GRAPH_CONFIG( [VARCHAR]) RETURN VARCHAR,Result,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$GLOBAL_ACCOUNT_SET_PARAMETER,,Y,N,N,3,3,"SYSTEM$GLOBAL_ACCOUNT_SET_PARAMETER(VARCHAR, VARCHAR, VARCHAR) RETURN VARCHAR",param set result from the account,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$HOLD_PRIVILEGE_ON_ACCOUNT,,Y,N,N,1,1,SYSTEM$HOLD_PRIVILEGE_ON_ACCOUNT(VARCHAR) RETURN BOOLEAN,Return true if any activated role contains the given privilege,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$ICEBERG_TABLE_AUTO_REFRESH_STATUS,,Y,N,N,1,1,SYSTEM$ICEBERG_TABLE_AUTO_REFRESH_STATUS(VARCHAR) RETURN VARCHAR,returns pipe status as json,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$LAST_CHANGE_COMMIT_TIME,,Y,N,N,1,1,SYSTEM$LAST_CHANGE_COMMIT_TIME(VARCHAR) RETURN NUMBER,returns the largest commit time as a long.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$MD5_NUMBER,,Y,N,N,1,1,"SYSTEM$MD5_NUMBER(VARCHAR) RETURN NUMBER, SYSTEM$MD5_NUMBER(BINARY) RETURN NUMBER",Integral MD5 digest,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$MIGRATE_SAML_IDP_REGISTRATION,,Y,N,N,1,2,"SYSTEM$MIGRATE_SAML_IDP_REGISTRATION(VARCHAR [, VARCHAR]) RETURN VARCHAR",Returns the result of the operation.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$PIPE_FORCE_RESUME,,Y,N,N,1,2,"SYSTEM$PIPE_FORCE_RESUME(VARCHAR [, VARCHAR]) RETURN VARCHAR",returns result of operation,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$PIPE_REBINDING_WITH_NOTIFICATION_CHANNEL,,Y,N,N,1,1,SYSTEM$PIPE_REBINDING_WITH_NOTIFICATION_CHANNEL(VARCHAR) RETURN VARCHAR,returns true if the pipe successfully rebinds with its assigned notification channel,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$PIPE_STATUS,,Y,N,N,1,1,SYSTEM$PIPE_STATUS(VARCHAR) RETURN VARCHAR,returns pipe status as json,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$QUERY_REFERENCE,,Y,N,N,1,2,"SYSTEM$QUERY_REFERENCE(VARCHAR [, BOOLEAN]) RETURN VARCHAR",Returns the query reference identifier,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$REFERENCE,,Y,N,N,2,-1,"SYSTEM$REFERENCE(VARCHAR, VARCHAR [, BOOLEAN] [, VARCHAR]) RETURN VARCHAR, SYSTEM$REFERENCE(VARCHAR, VARCHAR [, VARCHAR] [, VARCHAR]) RETURN VARCHAR",Returns the reference identifier,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$REMOVE_ALL_DELEGATED_AUTHORIZATIONS,,Y,N,N,2,2,SYSTEM$REMOVE_ALL_DELEGATED_AUTHORIZATIONS(VARCHAR) RETURN VARCHAR,The Username.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$REMOVE_ALL_REFERENCES,,Y,N,N,1,1,SYSTEM$REMOVE_ALL_REFERENCES(VARCHAR) RETURN VARCHAR,Returns whether all the Persisted references are successfully dropped under the ref name,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$REMOVE_REFERENCE,,Y,N,N,1,2,"SYSTEM$REMOVE_REFERENCE(VARCHAR [, VARCHAR]) RETURN VARCHAR",Returns whether the Persisted reference is successfully dropped,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$RUN_QUERY_WITH_SESSION_TOKEN,,Y,N,N,2,3,"SYSTEM$RUN_QUERY_WITH_SESSION_TOKEN(VARCHAR, VARCHAR [, VARCHAR]) RETURN VARCHAR",return query response,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$SET_REFERENCE,,Y,N,N,2,2,"SYSTEM$SET_REFERENCE(VARCHAR, VARCHAR) RETURN VARCHAR",Returns whether the persisted reference is successfully associated,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$SET_RETURN_VALUE,,Y,N,N,1,1,SYSTEM$SET_RETURN_VALUE(VARCHAR) RETURN VARCHAR,"Returns ""OK"" if succeeded",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$SHOW_ACTIVE_BEHAVIOR_CHANGE_BUNDLES,,Y,N,N,0,0,SYSTEM$SHOW_ACTIVE_BEHAVIOR_CHANGE_BUNDLES() RETURN VARCHAR,returned value,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$SNOWPIPE_STREAMING_UPDATE_CHANNEL_OFFSET_TOKEN,,Y,N,N,3,3,"SYSTEM$SNOWPIPE_STREAMING_UPDATE_CHANNEL_OFFSET_TOKEN(VARCHAR, VARCHAR, VARCHAR) RETURN VARCHAR",returns status of update,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$SNOWSERVICES_RESOLVE_INGRESS,,Y,N,N,1,1,SYSTEM$SNOWSERVICES_RESOLVE_INGRESS(VARCHAR) RETURN VARCHAR,json info for routing to snowservice ingress,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$STAGE_PIPE_STATUS,,Y,N,N,1,1,SYSTEM$STAGE_PIPE_STATUS(VARCHAR) RETURN VARCHAR,returns pipe status as json,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$STREAMLIT_RERUN,,Y,N,N,1,1,SYSTEM$STREAMLIT_RERUN(VARCHAR) RETURN BOOLEAN,Rerun dispatch successful,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$TASK_DEPENDENTS_ENABLE,,Y,N,N,1,1,SYSTEM$TASK_DEPENDENTS_ENABLE(VARCHAR) RETURN VARCHAR,"Returns ""OK"" if succeeded",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$TASK_RUNTIME_INFO,,Y,N,N,1,1,SYSTEM$TASK_RUNTIME_INFO(VARCHAR) RETURN VARCHAR,result,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$UI_REPLICATION_INFORMATION,,Y,N,N,0,0,SYSTEM$UI_REPLICATION_INFORMATION() RETURN VARCHAR,returns information about replication databases for the UI,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$USER_TASK_CANCEL_ONGOING_EXECUTIONS,,Y,N,N,1,1,SYSTEM$USER_TASK_CANCEL_ONGOING_EXECUTIONS(VARCHAR) RETURN VARCHAR,"Returns ""OK"" if succeeded",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$VERIFY_EXTERNAL_OAUTH_TOKEN,,Y,N,N,1,1,SYSTEM$VERIFY_EXTERNAL_OAUTH_TOKEN() RETURN VARCHAR,The OAuth Access Token.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$WAIT,,Y,N,N,1,2,"SYSTEM$WAIT(NUMBER [, VARCHAR]) RETURN VARCHAR",Wait for a finite amount of time,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTEM$get_image_repository_metadata,,Y,N,N,2,2,"SYSTEM$get_image_repository_metadata(VARCHAR, VARCHAR) RETURN VARCHAR","return JSON RepositoryMetadata, if caller has access",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SYSTIMESTAMP,,Y,N,N,0,0,SYSTIMESTAMP() RETURN TIMESTAMP_LTZ,Returns the current timestamp,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TAN,,Y,N,N,1,1,TAN(FLOAT) RETURN FLOAT,Compute the tangent of the input expression (as radians).,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TANH,,Y,N,N,1,1,TANH(FLOAT) RETURN FLOAT,Compute the hyperbolic tangent of the input expression (as radians).,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TIME,,Y,N,N,1,1,TIME(TIMESTAMP_LTZ) RETURN TIME,Converts the timestamp argument to a time,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TIME,,Y,N,N,1,1,TIME(TIMESTAMP_NTZ) RETURN TIME,Converts the timestamp argument to a time,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TIME,,Y,N,N,1,1,TIME(TIMESTAMP_TZ) RETURN TIME,Converts the timestamp argument to a time,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TIME,,Y,N,N,1,1,TIME(VARCHAR) RETURN TIME,Converts the timestamp argument to a time,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TIME,,Y,N,N,1,1,TIME(VARIANT) RETURN TIME,Converts the timestamp argument to a time,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TIMEADD,,Y,N,N,3,3,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TIMEDIFF,,Y,N,N,3,3,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TIMEFROMPARTS,,Y,N,Y,3,4,"TIMEFROMPARTS(NUMBER, NUMBER, NUMBER [, NUMBER]) RETURN TIME",Construct a time from individual components,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TIMESTAMPADD,,Y,N,N,3,3,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TIMESTAMPDIFF,,Y,N,N,3,3,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TIMESTAMPFROMPARTS,,Y,N,Y,2,8,"TIMESTAMPFROMPARTS(NUMBER, NUMBER, NUMBER, NUMBER, NUMBER, NUMBER [, NUMBER] [, VARCHAR]) RETURN TIMESTAMP_LTZ, TIMESTAMPFROMPARTS(DATE, TIME) RETURN TIMESTAMP_LTZ",Construct a timestamp from individual components,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TIMESTAMPLTZFROMPARTS,,Y,N,Y,6,7,"TIMESTAMPLTZFROMPARTS(NUMBER, NUMBER, NUMBER, NUMBER, NUMBER, NUMBER [, NUMBER]) RETURN TIMESTAMP_LTZ",Construct a timestamp from individual components,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TIMESTAMPNTZFROMPARTS,,Y,N,Y,2,7,"TIMESTAMPNTZFROMPARTS(NUMBER, NUMBER, NUMBER, NUMBER, NUMBER, NUMBER [, NUMBER]) RETURN TIMESTAMP_NTZ, TIMESTAMPNTZFROMPARTS(DATE, TIME) RETURN TIMESTAMP_LTZ",Construct a timestamp from individual components,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TIMESTAMPTZFROMPARTS,,Y,N,Y,6,8,"TIMESTAMPTZFROMPARTS(NUMBER, NUMBER, NUMBER, NUMBER, NUMBER, NUMBER [, NUMBER] [, VARCHAR]) RETURN TIMESTAMP_TZ",Construct a timestamp from individual components,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TIMESTAMP_FROM_PARTS,,Y,N,Y,2,8,"TIMESTAMP_FROM_PARTS(NUMBER, NUMBER, NUMBER, NUMBER, NUMBER, NUMBER [, NUMBER] [, VARCHAR]) RETURN TIMESTAMP_LTZ, TIMESTAMP_FROM_PARTS(DATE, TIME) RETURN TIMESTAMP_LTZ",Construct a timestamp from individual components,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TIMESTAMP_LTZ_FROM_PARTS,,Y,N,Y,6,7,"TIMESTAMP_LTZ_FROM_PARTS(NUMBER, NUMBER, NUMBER, NUMBER, NUMBER, NUMBER [, NUMBER]) RETURN TIMESTAMP_LTZ",Construct a timestamp from individual components,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TIMESTAMP_NTZ_FROM_PARTS,,Y,N,Y,2,7,"TIMESTAMP_NTZ_FROM_PARTS(NUMBER, NUMBER, NUMBER, NUMBER, NUMBER, NUMBER [, NUMBER]) RETURN TIMESTAMP_NTZ, TIMESTAMP_NTZ_FROM_PARTS(DATE, TIME) RETURN TIMESTAMP_LTZ",Construct a timestamp from individual components,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TIMESTAMP_TZ_FROM_PARTS,,Y,N,Y,6,8,"TIMESTAMP_TZ_FROM_PARTS(NUMBER, NUMBER, NUMBER, NUMBER, NUMBER, NUMBER [, NUMBER] [, VARCHAR]) RETURN TIMESTAMP_TZ",Construct a timestamp from individual components,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TIME_FROM_PARTS,,Y,N,Y,3,4,"TIME_FROM_PARTS(NUMBER, NUMBER, NUMBER [, NUMBER]) RETURN TIME",Construct a time from individual components,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TIME_SLICE,,Y,N,N,3,4,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TMP_SEARCH_FIX_900259,,Y,N,N,2,3,"TMP_SEARCH_FIX_900259(ROW(ANY), VARCHAR [, VARCHAR]) RETURN BOOLEAN",Indicates whether the row in question satisfies the query in at least one of the specified columns and variant paths.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_ARRAY,,Y,N,N,1,2,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_BINARY,,Y,N,N,1,2,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_BOOLEAN,,Y,N,N,1,1,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_CHAR,,Y,N,N,1,2,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_DATE,,Y,N,N,1,2,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_DECIMAL,,Y,N,N,1,4,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_DOUBLE,,Y,N,N,1,2,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOGRAPHY,,Y,N,N,1,1,TO_GEOGRAPHY(GEOGRAPHY) RETURN GEOGRAPHY,No-op; prevents us from re-packaging GEOGRAPHY during input,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOGRAPHY,,Y,N,N,2,2,"TO_GEOGRAPHY(GEOGRAPHY, BOOLEAN) RETURN GEOGRAPHY",No-op; prevents us from re-packaging GEOGRAPHY during input,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOGRAPHY,,Y,N,N,1,1,TO_GEOGRAPHY(VARIANT) RETURN GEOGRAPHY,Parses a variant as a GEOGRAPHY object; supported format is GeoJSON,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOGRAPHY,,Y,N,N,2,2,"TO_GEOGRAPHY(VARIANT, BOOLEAN) RETURN GEOGRAPHY",Parses a variant as a GEOGRAPHY object; supported format is GeoJSON,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOGRAPHY,,Y,N,N,1,1,TO_GEOGRAPHY(VARCHAR) RETURN GEOGRAPHY,"Parses a string as a GEOGRAPHY object; supported formats are GeoJSON, WKT, and WKB",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOGRAPHY,,Y,N,N,2,2,"TO_GEOGRAPHY(VARCHAR, BOOLEAN) RETURN GEOGRAPHY","Parses a string as a GEOGRAPHY object; supported formats are GeoJSON, WKT, and WKB",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOGRAPHY,,Y,N,N,1,1,TO_GEOGRAPHY(BINARY) RETURN GEOGRAPHY,Parses binary input in WKB format into a GEOGRAPHY object,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOGRAPHY,,Y,N,N,2,2,"TO_GEOGRAPHY(BINARY, BOOLEAN) RETURN GEOGRAPHY",Parses binary input in WKB format into a GEOGRAPHY object,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOMETRY,,Y,N,N,1,1,TO_GEOMETRY(GEOMETRY) RETURN GEOMETRY,No-op; prevents us from re-packaging GEOMETRY during input,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOMETRY,,Y,N,N,2,2,"TO_GEOMETRY(VARIANT, NUMBER) RETURN GEOMETRY",Parses a variant as a GEOMETRY object; supported format is GeoJSON,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOMETRY,,Y,N,N,1,1,TO_GEOMETRY(VARIANT) RETURN GEOMETRY,Parses a variant as a GEOMETRY object; supported format is GeoJSON,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOMETRY,,Y,N,N,2,2,"TO_GEOMETRY(VARCHAR, NUMBER) RETURN GEOMETRY","Parses a string as a GEOMETRY object; supported formats are GeoJSON, WKT, and WKB",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOMETRY,,Y,N,N,1,1,TO_GEOMETRY(VARCHAR) RETURN GEOMETRY,"Parses a string as a GEOMETRY object; supported formats are GeoJSON, WKT, and WKB",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOMETRY,,Y,N,N,2,2,"TO_GEOMETRY(BINARY, NUMBER) RETURN GEOMETRY",Parses binary input in WKB format into a GEOMETRY object,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOMETRY,,Y,N,N,1,1,TO_GEOMETRY(BINARY) RETURN GEOMETRY,Parses binary input in WKB format into a GEOMETRY object,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOMETRY,,Y,N,N,4,4,"TO_GEOMETRY(VARIANT, NUMBER, BOOLEAN, BOOLEAN) RETURN GEOMETRY",Parses a variant as a GEOMETRY object; supported format is GeoJSON,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOMETRY,,Y,N,N,3,3,"TO_GEOMETRY(VARIANT, BOOLEAN, BOOLEAN) RETURN GEOMETRY",Parses a variant as a GEOMETRY object; supported format is GeoJSON,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOMETRY,,Y,N,N,3,3,"TO_GEOMETRY(VARIANT, NUMBER, BOOLEAN) RETURN GEOMETRY",,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOMETRY,,Y,N,N,2,2,"TO_GEOMETRY(VARIANT, BOOLEAN) RETURN GEOMETRY",,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOMETRY,,Y,N,N,4,4,"TO_GEOMETRY(VARCHAR, NUMBER, BOOLEAN, BOOLEAN) RETURN GEOMETRY","Parses a string as a GEOMETRY object; supported formats are GeoJSON, WKT, and WKB",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOMETRY,,Y,N,N,3,3,"TO_GEOMETRY(VARCHAR, BOOLEAN, BOOLEAN) RETURN GEOMETRY","Parses a string as a GEOMETRY object; supported formats are GeoJSON, WKT, and WKB",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOMETRY,,Y,N,N,3,3,"TO_GEOMETRY(VARCHAR, NUMBER, BOOLEAN) RETURN GEOMETRY","Parses a string as a GEOMETRY object; supported formats are GeoJSON, WKT, and WKB",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOMETRY,,Y,N,N,2,2,"TO_GEOMETRY(VARCHAR, BOOLEAN) RETURN GEOMETRY","Parses a string as a GEOMETRY object; supported formats are GeoJSON, WKT, and WKB",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOMETRY,,Y,N,N,4,4,"TO_GEOMETRY(BINARY, NUMBER, BOOLEAN, BOOLEAN) RETURN GEOMETRY",Parses binary input in WKB format into a GEOMETRY object,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOMETRY,,Y,N,N,3,3,"TO_GEOMETRY(BINARY, BOOLEAN, BOOLEAN) RETURN GEOMETRY",Parses binary input in WKB format into a GEOMETRY object,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOMETRY,,Y,N,N,3,3,"TO_GEOMETRY(BINARY, NUMBER, BOOLEAN) RETURN GEOMETRY",Parses binary input in WKB format into a GEOMETRY object,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_GEOMETRY,,Y,N,N,2,2,"TO_GEOMETRY(BINARY, BOOLEAN) RETURN GEOMETRY",Parses binary input in WKB format into a GEOMETRY object,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_JSON,,Y,N,N,1,1,TO_JSON(VARIANT) RETURN VARCHAR,Convert variant data to string as JSON,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_NUMBER,,Y,N,N,1,4,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_NUMERIC,,Y,N,N,1,4,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_OBJECT,,Y,N,N,1,1,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_TIME,,Y,N,N,1,2,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_TIMESTAMP,,Y,N,N,1,2,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_TIMESTAMP_LTZ,,Y,N,N,1,2,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_TIMESTAMP_NTZ,,Y,N,N,1,2,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_TIMESTAMP_TZ,,Y,N,N,1,2,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_VARCHAR,,Y,N,N,1,2,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_VARIANT,,Y,N,N,1,1,,,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,TO_XML,,Y,N,N,1,1,TO_XML(VARIANT) RETURN VARCHAR,Convert variant data to string as XML,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRANSLATE,,Y,N,N,3,3,"TRANSLATE(VARCHAR, VARCHAR, VARCHAR) RETURN VARCHAR",replaces all occurences of each character of the source alphabet in the subject with the corresponding character in the target alphabet,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRIM,,Y,N,N,1,2,"TRIM(VARCHAR [, VARCHAR]) RETURN VARCHAR",return string trimmed from both sides,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRUNC,,Y,N,N,1,2,"TRUNC(NUMBER [, NUMBER]) RETURN NUMBER, TRUNC(FLOAT [, FLOAT]) RETURN FLOAT, TRUNC(DATE, VARCHAR) RETURN DATE, TRUNC(TIME, VARCHAR) RETURN TIME, TRUNC(TIMESTAMP_LTZ, VARCHAR) RETURN TIMESTAMP_LTZ",truncate the fractional or date part,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRUNCATE,,Y,N,N,1,2,"TRUNCATE(NUMBER [, NUMBER]) RETURN NUMBER, TRUNCATE(FLOAT [, FLOAT]) RETURN FLOAT, TRUNCATE(DATE, VARCHAR) RETURN DATE, TRUNCATE(TIME, VARCHAR) RETURN TIME, TRUNCATE(TIMESTAMP_LTZ, VARCHAR) RETURN TIMESTAMP_LTZ",truncate the fractional or date part,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_BASE64_DECODE_BINARY,,Y,N,N,1,2,"TRY_BASE64_DECODE_BINARY(VARCHAR [, VARCHAR]) RETURN BINARY",return decoded binary,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,TRY_BASE64_DECODE_STRING,,Y,N,N,1,2,"TRY_BASE64_DECODE_STRING(VARCHAR [, VARCHAR]) RETURN VARCHAR",return decoded string,,N,N,,N,SQL,N
